Opportunity_ID,Created_Date,Region,Segment,Opportunity_Type,Deal_Stage,Salesperson,Closed_Lost_Reason,Sales_Cycle_Days,Closed_Date,Deal_Size (£)
1822,2024-07-02 11:40:59.392201608,North America,Commercial,Renewal,Closed Lost,NA2,,50,2024-09-29 11:40:59.392201608,73232.57728877715
1823,2024-10-06 01:18:24.219288440,EMEA,Strategic,New Customer,Closed Lost,EMEA1,No Decision,95,2024-12-07 01:18:24.219288440,277318.9054068531
1824,2024-02-08 16:52:31.818149962,EMEA,Commercial,New Customer,Closed Won,EMEA10,,45,2024-04-11 16:52:31.818149962,64925.13058711111
1825,2024-01-07 15:17:08.077597177,EMEA,Commercial,Renewal,Proposal,EMEA3,,38,2024-02-28 15:17:08.077597177,83687.18019244571
1826,2024-03-13 11:59:43.491254827,EMEA,SMB,Renewal,Negotiation,EMEA8,,26,2024-08-02 11:59:43.491254827,11557.833376350629
1827,2024-06-27 09:57:25.687939098,North America,Enterprise,New Customer,Closed Won,NA6,,76,2024-10-23 09:57:25.687939098,143893.0244183824
1828,2024-04-15 07:10:47.812199990,APAC,Enterprise,Renewal,Closed Lost,APAC4,,55,2024-07-19 07:10:47.812199990,165272.66617599365
1829,2024-12-01 02:18:05.145513176,EMEA,Strategic,Renewal,Closed Lost,EMEA7,No Budget,82,2024-12-31 00:00:00.000000000,287072.9331408514
1830,2024-10-03 19:08:29.373945684,North America,Commercial,Renewal,Negotiation,NA2,,44,2024-12-31 00:00:00.000000000,63009.13430319961
1831,2024-11-18 06:25:18.792543004,APAC,Commercial,Expansion,Closed Won,APAC4,,47,2024-12-03 06:25:18.792543004,59017.41290726417
1832,2024-04-30 09:20:07.630102062,EMEA,Strategic,Renewal,Closed Lost,EMEA6,Budget Constraints,84,2024-07-31 09:20:07.630102062,332968.2963025741
1833,2024-01-12 04:44:58.278797051,EMEA,Strategic,New Customer,Discovery,EMEA5,,98,2024-04-03 04:44:58.278797051,321719.1097663364
1834,2024-04-22 10:02:49.548545590,EMEA,Commercial,Renewal,Negotiation,EMEA9,,54,2024-07-13 10:02:49.548545590,62611.934904582246
1835,2024-04-18 01:19:51.702261864,EMEA,Enterprise,New Customer,Qualified,EMEA8,,63,2024-09-05 01:19:51.702261864,186262.098118788
1836,2024-05-30 23:32:05.167743926,EMEA,Commercial,Renewal,Closed Lost,EMEA2,No Budget,43,2024-10-16 23:32:05.167743926,44031.36642422089
1837,2024-05-22 01:52:45.872506256,North America,Strategic,New Customer,Discovery,NA7,,94,2024-09-20 01:52:45.872506256,333652.1254678638
1838,2024-03-29 07:49:14.034434653,North America,SMB,Renewal,Proposal,NA7,,26,2024-06-18 07:49:14.034434653,16120.517680488769
1839,2024-12-18 12:31:48.928821232,APAC,Strategic,New Customer,Qualified,APAC3,,91,2024-12-31 00:00:00.000000000,300956.94305272173
1840,2024-03-13 00:36:27.082749060,North America,Enterprise,New Customer,Closed Won,NA1,,64,2024-07-31 00:36:27.082749060,182708.16206848904
1841,2024-05-07 08:13:39.396374810,North America,Enterprise,Renewal,Negotiation,NA1,,67,2024-09-29 08:13:39.396374810,207367.47119094885
1842,2024-07-11 15:38:01.165226766,EMEA,SMB,Renewal,Closed Lost,EMEA4,Product Fit,23,2024-07-29 15:38:01.165226766,9612.386786236826
1843,2024-06-15 05:41:47.010037272,EMEA,Enterprise,Renewal,Qualified,EMEA5,,64,2024-06-25 05:41:47.010037272,194946.3658635508
1844,2024-02-17 11:58:38.677627853,EMEA,Commercial,Renewal,Proposal,EMEA4,,38,2024-04-10 11:58:38.677627853,57039.67812064212
1845,2024-10-29 16:49:01.232583664,APAC,SMB,New Customer,Negotiation,APAC3,,23,2024-12-31 00:00:00.000000000,15028.344888704203
1846,2024-07-17 16:12:10.593148010,North America,Enterprise,Renewal,Negotiation,NA7,,71,2024-10-18 16:12:10.593148010,154388.56994772048
1847,2024-08-09 01:31:54.666754756,North America,Strategic,Renewal,Qualified,NA8,,98,2024-12-19 01:31:54.666754756,324773.6198154435
1848,2024-02-09 09:07:37.817090210,North America,Enterprise,New Customer,Proposal,NA6,,57,2024-05-27 09:07:37.817090210,137037.77382179606
1849,2024-12-05 03:50:54.889114728,APAC,Enterprise,Renewal,Closed Lost,APAC2,Lost to Internal Solution,77,2024-12-31 00:00:00.000000000,185932.2227792692
1850,2024-07-27 01:33:44.006441378,EMEA,SMB,Renewal,Closed Lost,EMEA6,No Budget,22,2024-11-04 01:33:44.006441378,13621.841820565212
1851,2024-10-09 07:28:46.043910208,North America,Commercial,Renewal,Discovery,NA8,,43,2024-12-31 00:00:00.000000000,67210.69893864931
1852,2024-01-12 13:18:35.668053140,EMEA,SMB,Expansion,Qualified,EMEA1,,25,2024-05-17 13:18:35.668053140,13728.999125646296
1853,2024-02-25 02:20:52.183304174,APAC,Enterprise,New Customer,Discovery,APAC5,,31,2024-03-01 02:20:52.183304174,172723.11623724006
1854,2024-05-30 11:59:36.864633178,EMEA,Strategic,New Customer,Closed Lost,EMEA3,Competitor,88,2024-06-05 11:59:36.864633178,288059.25852543954
1855,2024-11-28 06:36:46.560359972,APAC,Enterprise,Renewal,Closed Lost,APAC4,Budget Constraints,48,2024-12-31 00:00:00.000000000,199801.944716566
1856,2024-11-23 02:52:24.413724904,North America,SMB,New Customer,Discovery,NA8,,23,2024-12-31 00:00:00.000000000,12403.914350652998
1857,2024-02-19 19:48:16.904451888,EMEA,Commercial,Renewal,Proposal,EMEA6,,43,2024-06-12 19:48:16.904451888,65246.45345601421
1858,2024-03-23 20:46:28.328562455,EMEA,Enterprise,Renewal,Closed Won,EMEA2,,41,2024-04-22 20:46:28.328562455,170369.60730716915
1859,2024-04-22 22:30:44.974609928,EMEA,Commercial,Renewal,Closed Lost,EMEA7,Competitor,40,2024-08-24 22:30:44.974609928,86116.80497280348
1860,2024-04-14 15:28:43.585552832,EMEA,Strategic,Renewal,Closed Lost,EMEA7,No Budget,71,2024-07-04 15:28:43.585552832,310808.7839321263
1861,2024-09-20 21:23:42.878119852,EMEA,Strategic,Renewal,Proposal,EMEA5,,91,2024-12-31 00:00:00.000000000,309847.2333497573
1862,2024-09-28 19:16:15.389806176,EMEA,Enterprise,Renewal,Discovery,EMEA8,,61,2024-11-01 19:16:15.389806176,135958.90348740318
1863,2024-06-28 10:32:47.610341268,North America,Commercial,Renewal,Qualified,NA5,,43,2024-12-11 10:32:47.610341268,61505.51466319101
1864,2024-02-04 17:42:12.625085210,EMEA,Commercial,Renewal,Negotiation,EMEA1,,49,2024-02-16 17:42:12.625085210,84778.76086051573
1865,2024-12-02 05:27:30.851774760,APAC,SMB,New Customer,Closed Won,APAC1,,24,2024-12-31 00:00:00.000000000,12812.59418382172
1866,2024-02-09 07:49:37.781237569,APAC,Commercial,Renewal,Qualified,APAC4,,44,2024-04-17 07:49:37.781237569,63028.20512370458
1867,2024-06-28 13:03:30.419458718,North America,Commercial,New Customer,Qualified,NA2,,40,2024-12-21 13:03:30.419458718,72976.18808178781
1868,2024-06-02 15:01:12.208127772,North America,Enterprise,Renewal,Proposal,NA4,,36,2024-11-24 15:01:12.208127772,179052.41388193145
1869,2024-04-19 15:19:47.729908490,North America,Enterprise,New Customer,Discovery,NA9,,58,2024-09-01 15:19:47.729908490,204982.2400766716
1870,2024-08-25 12:14:02.110189808,EMEA,SMB,Renewal,Closed Lost,EMEA2,Poor Customer Support,24,2024-12-31 00:00:00.000000000,15869.356125217602
1871,2024-10-12 08:23:04.562035708,EMEA,Commercial,Renewal,Closed Lost,EMEA4,Lost to Internal Solution,53,2024-12-31 00:00:00.000000000,52093.440079368986
1872,2024-03-22 13:49:43.656336777,North America,SMB,Renewal,Proposal,NA2,,26,2024-06-04 13:49:43.656336777,8923.92456951803
1873,2024-10-29 09:11:47.029603492,EMEA,SMB,New Customer,Discovery,EMEA5,,24,2024-12-31 00:00:00.000000000,14223.974214940776
1874,2024-02-15 13:12:14.953247528,EMEA,Strategic,New Customer,Proposal,EMEA3,,91,2024-03-13 13:12:14.953247528,333065.78499063983
1875,2024-08-06 10:31:34.019798300,EMEA,SMB,Renewal,Closed Lost,EMEA10,No Budget,26,2024-12-04 10:31:34.019798300,9885.349469049554
1876,2024-06-11 19:24:43.482143170,EMEA,Commercial,Renewal,Closed Lost,EMEA2,Pricing,47,2024-08-17 19:24:43.482143170,50959.49340274907
1877,2024-12-10 16:14:38.352383376,EMEA,SMB,New Customer,Negotiation,EMEA9,,27,2024-12-31 00:00:00.000000000,10797.141969883442
1878,2024-04-28 14:20:13.586832642,EMEA,Strategic,New Customer,Discovery,EMEA5,,82,2024-08-30 14:20:13.586832642,328686.4574894665
1879,2024-02-22 10:24:17.040616044,North America,Enterprise,Renewal,Closed Won,NA10,,69,2024-04-09 10:24:17.040616044,199934.6261785981
1880,2024-06-24 05:59:52.052075492,EMEA,Commercial,Renewal,Closed Won,EMEA5,,42,2024-08-23 05:59:52.052075492,74044.97518800761
1881,2024-07-11 23:26:05.651887646,EMEA,Enterprise,Renewal,Closed Lost,EMEA1,,61,2024-10-07 23:26:05.651887646,194770.57803136017
1882,2024-01-23 19:13:04.334634110,APAC,Enterprise,New Customer,Proposal,APAC5,,54,2024-04-26 19:13:04.334634110,167697.81364648332
1883,2024-03-21 01:50:14.501906252,EMEA,Strategic,Renewal,Proposal,EMEA7,,88,2024-07-04 01:50:14.501906252,380502.8121267248
1884,2024-07-09 09:37:11.207691742,EMEA,Commercial,Expansion,Closed Lost,EMEA1,Lost to Internal Solution,46,2024-08-02 09:37:11.207691742,60442.93954430974
1885,2024-12-09 02:50:01.630699216,North America,Strategic,Renewal,Qualified,NA9,,95,2024-12-31 00:00:00.000000000,315279.7664770775
1886,2024-11-13 00:33:17.858715308,EMEA,Strategic,Renewal,Closed Lost,EMEA8,Competitor,90,2024-11-23 00:33:17.858715308,290848.3375040865
1887,2024-05-23 16:20:48.353744162,North America,Strategic,Renewal,Closed Lost,NA8,Competitor,65,2024-09-01 16:20:48.353744162,316311.5068211904
1888,2024-11-18 21:11:25.140011000,North America,Enterprise,Expansion,Closed Won,NA7,,59,2024-11-29 21:11:25.140011000,185969.33520637627
1889,2024-11-12 23:21:02.948722232,EMEA,Enterprise,New Customer,Closed Lost,EMEA5,Competitor,74,2024-12-31 00:00:00.000000000,135344.0187206459
1890,2024-05-20 20:17:03.314360944,APAC,Commercial,Renewal,Closed Lost,APAC3,No Decision,44,2024-05-30 20:17:03.314360944,47278.516538628
1891,2024-10-18 03:16:58.005731736,North America,Strategic,New Customer,Closed Won,NA9,,104,2024-12-10 03:16:58.005731736,313316.46934132336
1892,2024-06-29 20:54:35.169091436,EMEA,Enterprise,Renewal,Closed Lost,EMEA7,Product Fit,58,2024-11-02 20:54:35.169091436,155615.25349504288
1893,2024-04-11 14:41:26.890832707,EMEA,Enterprise,Renewal,Discovery,EMEA10,,44,2024-07-10 14:41:26.890832707,153553.20000527037
1894,2024-03-15 14:00:06.413097174,North America,Commercial,Renewal,Negotiation,NA10,,42,2024-06-04 14:00:06.413097174,74994.85481640018
1895,2024-08-05 17:20:55.224135656,EMEA,Enterprise,Renewal,Closed Lost,EMEA8,No Budget,54,2024-10-01 17:20:55.224135656,133733.012031066
1896,2024-08-16 21:16:05.247773884,EMEA,Strategic,Renewal,Discovery,EMEA6,,87,2024-12-23 21:16:05.247773884,329384.2469211831
1897,2024-10-19 09:43:44.454238120,EMEA,SMB,Expansion,Closed Won,EMEA5,,23,2024-12-31 00:00:00.000000000,13797.696399403472
1898,2024-08-29 16:07:19.669219168,North America,Strategic,Renewal,Discovery,NA8,,89,2024-12-31 00:00:00.000000000,312897.78270335024
1899,2024-06-05 21:48:02.399814790,North America,Enterprise,Expansion,Negotiation,NA3,,56,2024-08-17 21:48:02.399814790,169326.27326142436
1900,2024-03-12 13:45:30.351210246,EMEA,Strategic,Renewal,Discovery,EMEA7,,102,2024-05-09 13:45:30.351210246,323986.3260060794
1901,2024-11-13 16:55:00.721219092,EMEA,Commercial,New Customer,Discovery,EMEA2,,38,2024-12-31 00:00:00.000000000,68457.41688440445
1902,2024-01-06 06:36:11.959622855,North America,Commercial,Renewal,Closed Lost,NA3,,46,2024-02-05 06:36:11.959622855,80409.21555896498
1903,2024-05-24 03:43:52.610553692,EMEA,Strategic,Renewal,Discovery,EMEA2,,94,2024-07-05 03:43:52.610553692,292887.5930361969
1904,2024-05-07 08:54:54.980347024,North America,Commercial,Renewal,Qualified,NA5,,48,2024-10-09 08:54:54.980347024,47783.2052743964
1905,2024-08-18 04:47:29.586746088,EMEA,Strategic,Renewal,Closed Lost,EMEA7,No Budget,86,2024-11-01 04:47:29.586746088,303352.28078056057
1906,2024-05-18 04:44:52.805238168,North America,Enterprise,New Customer,Closed Won,NA10,,62,2024-08-26 04:44:52.805238168,174685.83539248983
1907,2024-08-28 14:09:07.183696412,APAC,Enterprise,Renewal,Negotiation,APAC3,,63,2024-09-21 14:09:07.183696412,165005.48586853137
1908,2024-05-14 20:07:05.206087256,North America,Commercial,New Customer,Closed Won,NA10,,36,2024-08-26 20:07:05.206087256,68885.65962247783
1909,2024-03-12 18:11:03.781102177,North America,Enterprise,Renewal,Qualified,NA1,,56,2024-05-16 18:11:03.781102177,158587.7056787849
1910,2024-09-17 21:42:05.875219012,North America,Commercial,Renewal,Closed Lost,NA10,,44,2024-12-31 00:00:00.000000000,48156.663122939644
1911,2024-09-07 02:37:54.703011776,North America,SMB,Renewal,Closed Lost,NA9,,25,2024-10-23 02:37:54.703011776,10592.156270842148
1912,2024-05-28 12:39:24.792872062,APAC,Commercial,Expansion,Closed Lost,APAC1,No Budget,45,2024-09-27 12:39:24.792872062,61542.51754550989
1913,2024-09-05 03:02:58.964811256,APAC,SMB,New Customer,Qualified,APAC1,,25,2024-10-11 03:02:58.964811256,14909.807788719612
1914,2024-02-18 16:52:26.877501217,North America,Strategic,Renewal,Discovery,NA10,,109,2024-03-04 16:52:26.877501217,323889.12013507425
1915,2024-01-25 12:39:16.942924762,EMEA,Strategic,Renewal,Closed Won,EMEA8,,84,2024-04-29 12:39:16.942924762,311045.9606301406
1916,2024-11-05 01:55:17.452673000,EMEA,Commercial,Renewal,Proposal,EMEA6,,46,2024-12-31 00:00:00.000000000,46252.839115250186
1917,2024-03-14 04:13:50.853224451,APAC,Enterprise,Expansion,Negotiation,APAC4,,73,2024-07-05 04:13:50.853224451,211540.8454801148
1918,2024-07-12 22:45:22.363371396,EMEA,Commercial,New Customer,Qualified,EMEA9,,36,2024-07-31 22:45:22.363371396,36520.46764424378
1919,2024-11-30 02:57:24.585667600,North America,Enterprise,Renewal,Closed Won,NA4,,62,2024-12-31 00:00:00.000000000,170348.17048440728
1920,2024-09-09 12:06:17.649031400,EMEA,Strategic,Renewal,Qualified,EMEA8,,73,2024-12-31 00:00:00.000000000,343493.12190839497
1921,2024-05-24 15:37:35.805207688,EMEA,Strategic,Renewal,Closed Lost,EMEA4,Lost to Internal Solution,111,2024-10-04 15:37:35.805207688,320003.5205008638
1922,2024-10-20 04:44:52.879147496,North America,Commercial,Expansion,Qualified,NA2,,47,2024-12-31 00:00:00.000000000,52449.04107860681
1923,2024-02-28 19:47:38.305227640,EMEA,Strategic,Renewal,Qualified,EMEA8,,93,2024-05-09 19:47:38.305227640,338391.4453776212
1924,2024-03-08 07:20:44.918269158,North America,Commercial,New Customer,Qualified,NA7,,35,2024-06-05 07:20:44.918269158,45416.24195340951
1925,2024-12-16 01:42:10.077286200,EMEA,Strategic,Renewal,Qualified,EMEA4,,84,2024-12-31 00:00:00.000000000,281480.23978427495
1926,2024-02-01 02:55:50.306082695,North America,SMB,New Customer,Negotiation,NA9,,24,2024-04-09 02:55:50.306082695,13382.910737203068
1927,2024-04-13 23:45:33.506425026,EMEA,Enterprise,New Customer,Closed Won,EMEA9,,77,2024-04-26 23:45:33.506425026,150120.43503965152
1928,2024-08-27 20:45:40.882154572,EMEA,Enterprise,New Customer,Closed Lost,EMEA8,Lost to Internal Solution,67,2024-12-21 20:45:40.882154572,178292.96922201602
1929,2024-07-04 05:13:53.222595292,EMEA,Enterprise,New Customer,Qualified,EMEA1,,43,2024-10-12 05:13:53.222595292,171918.35261782477
1930,2024-08-29 18:19:22.562856560,North America,SMB,New Customer,Qualified,NA7,,25,2024-10-16 18:19:22.562856560,13152.613485618793
1931,2024-10-25 15:18:57.015572000,EMEA,Strategic,Renewal,Qualified,EMEA5,,74,2024-12-31 00:00:00.000000000,319323.0015470945
1932,2024-08-16 16:02:50.550059068,EMEA,SMB,Renewal,Closed Lost,EMEA7,Budget Constraints,22,2024-12-21 16:02:50.550059068,13878.796641496545
1933,2024-12-22 08:45:25.086232180,EMEA,Enterprise,Renewal,Discovery,EMEA9,,64,2024-12-31 00:00:00.000000000,157411.29307928449
1934,2024-05-21 17:11:14.955344886,EMEA,Commercial,Expansion,Discovery,EMEA2,,48,2024-07-25 17:11:14.955344886,70416.51189935158
1935,2024-08-02 00:27:13.447522660,EMEA,Commercial,Renewal,Closed Lost,EMEA4,,47,2024-11-27 00:27:13.447522660,43765.02076319461
1936,2024-04-19 22:17:52.256212972,EMEA,Enterprise,New Customer,Qualified,EMEA4,,78,2024-08-26 22:17:52.256212972,204315.59956306103
1937,2024-02-25 22:34:17.552289118,North America,Commercial,New Customer,Proposal,NA2,,46,2024-03-20 22:34:17.552289118,87355.28254672588
1938,2024-03-10 03:24:20.209027979,EMEA,SMB,Renewal,Closed Lost,EMEA3,Poor Customer Support,25,2024-03-16 03:24:20.209027979,12770.27852758116
1939,2024-03-19 18:49:53.608725033,EMEA,SMB,Renewal,Proposal,EMEA8,,22,2024-05-18 18:49:53.608725033,16422.934045638758
1940,2024-12-05 21:11:06.452066492,North America,Commercial,Renewal,Closed Won,NA9,,49,2024-12-15 21:11:06.452066492,84378.77950078936
1941,2024-05-05 16:58:13.159354240,North America,Strategic,Renewal,Discovery,NA6,,73,2024-05-14 16:58:13.159354240,316976.6407317532
1942,2024-08-30 19:22:54.223934772,North America,Strategic,Renewal,Discovery,NA10,,110,2024-12-04 19:22:54.223934772,326196.62242606387
1943,2024-08-31 07:13:26.451011268,EMEA,SMB,Renewal,Qualified,EMEA2,,26,2024-09-23 07:13:26.451011268,10464.706232647604
1944,2024-01-27 01:33:05.414042642,EMEA,Commercial,New Customer,Qualified,EMEA2,,58,2024-06-11 01:33:05.414042642,50005.22832458098
1945,2024-04-30 16:22:03.041701218,EMEA,SMB,Expansion,Negotiation,EMEA7,,25,2024-07-31 16:22:03.041701218,13082.175105870916
1946,2024-04-03 08:12:18.704341883,EMEA,SMB,Renewal,Closed Lost,EMEA8,No Decision,26,2024-05-25 08:12:18.704341883,8410.429876233062
1947,2024-08-06 14:31:01.696311208,EMEA,Enterprise,Renewal,Negotiation,EMEA8,,57,2024-09-18 14:31:01.696311208,195869.5823413337
1948,2024-07-10 15:13:45.117773926,North America,Enterprise,Renewal,Closed Won,NA6,,59,2024-10-31 15:13:45.117773926,179182.11918019643
1949,2024-05-23 16:27:54.067967308,North America,SMB,New Customer,Qualified,NA10,,23,2024-11-05 16:27:54.067967308,14203.32964551547
1950,2024-05-15 17:39:02.549405286,EMEA,Commercial,New Customer,Qualified,EMEA8,,37,2024-07-08 17:39:02.549405286,57572.91717822293
1951,2024-12-04 19:58:36.626338552,North America,SMB,Renewal,Negotiation,NA1,,25,2024-12-31 00:00:00.000000000,14181.317398470836
1952,2024-06-02 13:34:45.461913336,North America,Strategic,Renewal,Negotiation,NA9,,89,2024-06-16 13:34:45.461913336,331191.1316553065
1953,2024-03-18 15:25:00.915611859,EMEA,Strategic,New Customer,Negotiation,EMEA1,,79,2024-07-28 15:25:00.915611859,337680.6245634441
1954,2024-12-26 11:32:14.013060132,EMEA,SMB,New Customer,Discovery,EMEA3,,23,2024-12-31 00:00:00.000000000,14754.280542980738
1955,2024-03-25 09:21:26.469680679,APAC,Commercial,Renewal,Proposal,APAC4,,45,2024-07-20 09:21:26.469680679,43134.014748172434
1956,2024-09-18 08:31:00.541989176,APAC,Strategic,New Customer,Proposal,APAC1,,79,2024-10-15 08:31:00.541989176,307423.13357058034
1957,2024-09-07 02:27:42.691090204,EMEA,Strategic,Renewal,Qualified,EMEA5,,93,2024-12-31 00:00:00.000000000,382870.5397944027
1958,2024-07-19 02:06:08.248734956,EMEA,Commercial,Renewal,Discovery,EMEA9,,39,2024-10-03 02:06:08.248734956,62763.634211129305
1959,2024-03-21 00:24:06.104204539,EMEA,SMB,New Customer,Negotiation,EMEA9,,25,2024-04-30 00:24:06.104204539,8208.006574392924
1960,2024-01-10 09:01:51.293091852,EMEA,SMB,New Customer,Qualified,EMEA6,,23,2024-02-29 09:01:51.293091852,8221.89387216228
1961,2024-07-03 07:17:39.714422414,North America,Enterprise,Renewal,Discovery,NA1,,48,2024-10-17 07:17:39.714422414,173125.2174697185
1962,2024-11-20 13:33:41.803650216,EMEA,Commercial,Expansion,Closed Won,EMEA10,,33,2024-12-31 00:00:00.000000000,53026.175102301575
1963,2024-03-08 04:33:12.311677702,EMEA,SMB,Renewal,Closed Lost,EMEA7,Lost to Internal Solution,24,2024-06-12 04:33:12.311677702,10484.070389858074
1964,2024-01-13 14:26:45.289623459,North America,Enterprise,New Customer,Discovery,NA6,,74,2024-06-25 14:26:45.289623459,219828.6283576024
1965,2024-12-21 09:39:14.488749764,EMEA,SMB,Renewal,Qualified,EMEA9,,27,2024-12-31 00:00:00.000000000,11577.217450193091
1966,2024-02-28 05:37:21.013041889,EMEA,Strategic,New Customer,Proposal,EMEA7,,93,2024-08-23 05:37:21.013041889,345524.3198050567
1967,2024-04-06 21:48:04.689121817,North America,Commercial,Expansion,Negotiation,NA4,,34,2024-07-06 21:48:04.689121817,63334.99730278697
1968,2024-01-22 07:04:36.016357509,North America,SMB,Renewal,Closed Lost,NA7,Competitor,26,2024-07-14 07:04:36.016357509,11762.776713242472
1969,2024-02-17 10:49:01.381094651,North America,Enterprise,Expansion,Closed Won,NA2,,62,2024-06-30 10:49:01.381094651,146456.88739212623
1970,2024-04-06 09:31:11.715598996,North America,Commercial,New Customer,Closed Lost,NA6,Competitor,42,2024-06-13 09:31:11.715598996,70256.42072016867
